act_set,lang,layer,mm_train_acc,mm_test_acc,mm_nat_roc_auc,mm_nat_bal_acc,lr_train_acc,lr_test_acc,lr_nat_roc_auc,lr_nat_bal_acc
avg_final,spanish,12,1.0,1.0,0.5,0.5,1.0,1.0,0.6591055341055341,0.5823680758476257
avg_final,spanish,13,1.0,1.0,0.5,0.5,1.0,1.0,0.6151866151866151,0.5183397531509399
avg_final,spanish,14,1.0,1.0,0.5,0.5,1.0,1.0,0.6100386100386099,0.5045045018196106
avg_final,spanish,15,0.9833333492279053,0.9850000143051147,0.5,0.5,1.0,1.0,0.6238738738738738,0.5
avg_final,spanish,16,1.0,1.0,0.49774774774774777,0.5,1.0,1.0,0.6653796653796653,0.5
avg_final,spanish,17,1.0,1.0,0.49774774774774777,0.5,1.0,1.0,0.6854890604890606,0.5
avg_final,spanish,18,0.9733333587646484,0.971666693687439,0.5,0.5,1.0,1.0,0.6864543114543115,0.5
avg_final,spanish,19,0.6600000262260437,0.6549999713897705,0.5,0.5,1.0,1.0,0.6887065637065637,0.5
avg_final,spanish,20,0.6200000047683716,0.621666669845581,0.5,0.5,1.0,1.0,0.7294079794079793,0.5
avg_final,spanish,21,0.5,0.5,0.5,0.5,1.0,1.0,0.7461389961389961,0.5226833820343018
avg_final,spanish,22,0.5133333206176758,0.5049999952316284,0.5,0.5,1.0,1.0,0.761100386100386,0.542792797088623
avg_final,spanish,23,0.5016666650772095,0.5,0.5,0.5,1.0,1.0,0.7625482625482626,0.6037644743919373
avg_final,spanish,24,0.8199999928474426,0.8100000023841858,0.5,0.5,1.0,1.0,0.7516087516087517,0.5360360145568848
avg_final,spanish,25,0.8083333373069763,0.800000011920929,0.5,0.5,1.0,1.0,0.7134813384813384,0.522522509098053
avg_final,spanish,26,1.0,1.0,0.5,0.5,1.0,1.0,0.6645752895752896,0.5271878838539124
avg_final,spanish,27,1.0,0.9983333349227905,0.5,0.5,1.0,1.0,0.6499356499356499,0.5180180072784424
avg_final,spanish,28,1.0,1.0,0.5,0.5,1.0,1.0,0.6438223938223939,0.5024131536483765
avg_final,spanish,29,1.0,0.9983333349227905,0.5,0.5,1.0,1.0,0.5939510939510939,0.5
avg_final,spanish,30,1.0,1.0,0.5063545688545689,0.4909909963607788,1.0,1.0,0.5884813384813385,0.5
avg_final,spanish,31,1.0,1.0,0.51994851994852,0.5205920338630676,1.0,1.0,0.5976512226512226,0.5
avg_final,spanish,32,1.0,1.0,0.5382078507078507,0.5329793691635132,1.0,1.0,0.5804375804375804,0.5
avg_final,spanish,33,1.0,1.0,0.5000804375804375,0.5139961242675781,1.0,1.0,0.5889639639639639,0.5
avg_final,spanish,34,1.0,1.0,0.5203507078507078,0.5204311609268188,1.0,1.0,0.5633848133848134,0.5
avg_final,spanish,35,1.0,1.0,0.5202702702702703,0.5180180072784424,1.0,1.0,0.5686936936936936,0.5
avg_final,thai,5,1.0,1.0,0.6526610644257703,0.5105041861534119,1.0,1.0,0.5945378151260504,0.6218487024307251
avg_final,thai,6,1.0,1.0,0.5819327731092436,0.506302535533905,1.0,1.0,0.6190476190476191,0.5864846110343933
avg_final,thai,7,1.0,1.0,0.6011904761904763,0.5231092572212219,1.0,1.0,0.5878851540616247,0.5
avg_final,thai,8,1.0,1.0,0.5357142857142857,0.5042017102241516,1.0,1.0,0.5857843137254902,0.5
avg_final,thai,9,1.0,1.0,0.5105042016806722,0.5021008253097534,1.0,1.0,0.5861344537815125,0.5
avg_final,thai,10,1.0,1.0,0.5042016806722689,0.5021008253097534,1.0,1.0,0.5815826330532212,0.5
avg_final,thai,11,1.0,1.0,0.5105042016806722,0.5042017102241516,1.0,1.0,0.6271008403361344,0.5385153889656067
avg_final,thai,12,1.0,1.0,0.5210084033613445,0.5105041861534119,1.0,1.0,0.6106442577030813,0.5038515329360962
avg_final,thai,13,1.0,1.0,0.5105042016806722,0.5105041861534119,1.0,1.0,0.5721288515406162,0.5
avg_final,thai,14,1.0,1.0,0.5168067226890756,0.5105041861534119,1.0,1.0,0.5385154061624651,0.5
avg_final,thai,15,1.0,1.0,0.5005252100840336,0.48179271817207336,1.0,1.0,0.523109243697479,0.5
avg_final,thai,16,1.0,1.0,0.5001750700280112,0.4842436909675598,1.0,1.0,0.4950980392156863,0.5
avg_final,thai,17,1.0,1.0,0.48897058823529416,0.5378151535987854,1.0,1.0,0.5140056022408963,0.5269607901573181
avg_final,thai,18,1.0,1.0,0.4663865546218487,0.5392156839370728,1.0,1.0,0.5294117647058824,0.48074227571487427
avg_final,thai,19,1.0,1.0,0.5322128851540616,0.4803921580314636,1.0,1.0,0.49264705882352944,0.49334731698036194
avg_final,thai,20,1.0,1.0,0.5210084033613445,0.46358543634414673,1.0,1.0,0.5276610644257703,0.49964985251426697
avg_final,thai,21,1.0,1.0,0.45238095238095233,0.531162440776825,1.0,1.0,0.46603641456582634,0.4086134433746338
avg_final,thai,22,1.0,1.0,0.5105042016806722,0.506302535533905,1.0,1.0,0.5560224089635855,0.46673667430877686
avg_final,thai,23,1.0,1.0,0.5105042016806722,0.5084033608436584,1.0,1.0,0.5819327731092436,0.5017507076263428
avg_final,thai,24,1.0,1.0,0.4007352941176471,0.5101540684700012,1.0,1.0,0.5080532212885154,0.44992995262145996
avg_final,thai,25,1.0,1.0,0.3897058823529411,0.37745100259780884,1.0,1.0,0.4590336134453782,0.4254201650619507
avg_final,thai,26,1.0,1.0,0.38778011204481794,0.5122548937797546,1.0,1.0,0.3721988795518207,0.38620448112487793
avg_final,thai,27,1.0,1.0,0.3170518207282913,0.3077731132507324,1.0,1.0,0.3077731092436975,0.35259103775024414
avg_final,thai,28,1.0,1.0,0.3788515406162465,0.3718487322330475,1.0,1.0,0.33333333333333337,0.43417367339134216
avg_final,thai,29,1.0,1.0,0.47058823529411764,0.4852941036224365,1.0,1.0,0.3399859943977591,0.3413865566253662
avg_final,thai,30,1.0,1.0,0.4810924369747899,0.4852941036224365,1.0,1.0,0.3711484593837535,0.40231093764305115
avg_final,thai,31,1.0,1.0,0.38707983193277307,0.40231093764305115,1.0,1.0,0.42997198879551823,0.41036415100097656
avg_final,thai,32,1.0,1.0,0.49789915966386555,0.4978991448879242,1.0,1.0,0.4488795518207283,0.5448179244995117
avg_final,thai,33,1.0,1.0,0.4894957983193277,0.49334731698036194,1.0,1.0,0.4786414565826331,0.5042016506195068
avg_final,thai,34,1.0,1.0,0.4788165266106443,0.4663865566253662,1.0,1.0,0.490546218487395,0.5269607901573181
avg_final,thai,35,1.0,1.0,0.47619047619047616,0.4782913327217102,1.0,1.0,0.501750700280112,0.4513305425643921
avg,german,5,0.8221428394317627,0.8116666674613953,0.5894495412844037,0.5,1.0,1.0,0.6158256880733944,0.5
avg,german,6,0.9928571581840515,0.9983333349227905,0.5712442660550459,0.5,1.0,1.0,0.6176892201834863,0.5
avg,german,7,1.0,1.0,0.5547591743119266,0.5,1.0,1.0,0.5970470183486238,0.5
avg,german,8,0.6800000071525574,0.67166668176651,0.5655103211009175,0.5,1.0,1.0,0.6221330275229358,0.5
avg,german,9,1.0,1.0,0.5858658256880734,0.5,1.0,1.0,0.6473623853211008,0.5
avg,german,10,0.9800000190734863,0.9833333492279053,0.6123853211009174,0.5,1.0,1.0,0.6787557339449541,0.5
avg,german,11,1.0,1.0,0.6110951834862386,0.5,1.0,1.0,0.6961009174311927,0.5
avg,german,12,1.0,1.0,0.635894495412844,0.5,1.0,1.0,0.7143061926605505,0.5
avg,german,13,1.0,1.0,0.6672878440366973,0.5,1.0,1.0,0.7766628440366972,0.5
avg,german,14,1.0,1.0,0.6424885321100917,0.5,1.0,1.0,0.7504300458715596,0.5
avg,german,15,1.0,1.0,0.6255017201834863,0.5,1.0,1.0,0.7087155963302751,0.5
avg,german,16,1.0,1.0,0.6912270642201834,0.5,1.0,1.0,0.7697821100917431,0.5
avg,german,17,1.0,1.0,0.7035550458715596,0.5239392518997192,1.0,1.0,0.7918577981651376,0.5266628265380859
avg,german,18,1.0,1.0,0.6932339449541285,0.5676605701446533,1.0,1.0,0.7922878440366972,0.5
avg,german,19,1.0,1.0,0.5746129587155964,0.5,1.0,1.0,0.805045871559633,0.5
avg,german,20,1.0,1.0,0.5716026376146789,0.5,1.0,1.0,0.8516341743119266,0.5
avg,german,21,1.0,1.0,0.5,0.5,1.0,1.0,0.9030963302752294,0.5
avg,german,22,1.0,1.0,0.5,0.5,1.0,1.0,0.9108371559633028,0.53125
avg,german,23,1.0,1.0,0.5,0.5,1.0,1.0,0.9168577981651376,0.5
avg,german,24,1.0,1.0,0.8341456422018348,0.650802731513977,1.0,1.0,0.9149942660550459,0.5
avg,german,25,1.0,1.0,0.7849770642201834,0.528956413269043,1.0,1.0,0.9155676605504588,0.5
avg,german,26,1.0,1.0,0.5,0.5,1.0,1.0,0.8866112385321101,0.513331413269043
avg,german,27,1.0,1.0,0.5134030963302753,0.5,1.0,1.0,0.8602350917431192,0.5
avg,german,28,1.0,1.0,0.6670728211009174,0.619552731513977,1.0,1.0,0.8563646788990825,0.5
avg,german,29,1.0,1.0,0.5642201834862385,0.5596330165863037,1.0,1.0,0.8203841743119267,0.5087442398071289
avg,german,30,0.9985714554786682,1.0,0.5068807339449541,0.5045871734619141,1.0,1.0,0.8054759174311927,0.5
avg,german,31,0.9385714530944824,0.9383333325386047,0.5,0.5,1.0,1.0,0.7610378440366972,0.5
avg,german,32,0.9814285635948181,0.9833333492279053,0.5,0.5,1.0,1.0,0.697677752293578,0.5
avg,german,33,0.8064285516738892,0.79666668176651,0.5,0.5,1.0,1.0,0.6692947247706422,0.5
avg,german,34,0.5507143139839172,0.5616666674613953,0.5,0.5,1.0,1.0,0.6993979357798166,0.5
avg,german,35,0.520714282989502,0.5333333611488342,0.5,0.5,1.0,1.0,0.6489392201834863,0.5
avg,indonesian,5,1.0,1.0,0.3976997578692494,0.5,1.0,1.0,0.3801452784503632,0.5
avg,indonesian,6,1.0,1.0,0.400726392251816,0.5,1.0,1.0,0.38740920096852294,0.5
avg,indonesian,7,1.0,1.0,0.4334140435835351,0.5,1.0,1.0,0.4194915254237288,0.5
avg,indonesian,8,1.0,1.0,0.3813559322033898,0.43159806728363037,1.0,1.0,0.40799031476997577,0.5
avg,indonesian,9,1.0,1.0,0.35926150121065376,0.4894067943096161,1.0,1.0,0.437046004842615,0.5
avg,indonesian,10,1.0,1.0,0.3174939467312349,0.5,1.0,1.0,0.3259685230024213,0.5
avg,indonesian,11,1.0,1.0,0.33610774818401934,0.5,1.0,1.0,0.35290556900726394,0.5
avg,indonesian,12,1.0,1.0,0.45248184019370463,0.5,1.0,1.0,0.4839588377723971,0.5
avg,indonesian,13,1.0,1.0,0.5603813559322034,0.5233050584793091,1.0,1.0,0.5230024213075061,0.5
avg,indonesian,14,1.0,1.0,0.5,0.5,1.0,1.0,0.5907990314769975,0.5
avg,indonesian,15,1.0,1.0,0.5,0.5,1.0,1.0,0.5989709443099274,0.5
avg,indonesian,16,1.0,1.0,0.5,0.5,1.0,1.0,0.7723970944309927,0.5
avg,indonesian,17,1.0,1.0,0.5,0.5,1.0,1.0,0.7291162227602905,0.5
avg,indonesian,18,0.9807142615318298,0.9700000286102295,0.5,0.5,1.0,1.0,0.6934019370460048,0.5
avg,indonesian,19,0.9992856979370117,0.9933333396911621,0.5,0.5,1.0,1.0,0.6949152542372881,0.5
avg,indonesian,20,0.9985714554786682,0.9933333396911621,0.5,0.5,1.0,1.0,0.7239709443099274,0.5
avg,indonesian,21,1.0,1.0,0.6169794188861987,0.6253026723861694,1.0,1.0,0.7369854721549637,0.5
avg,indonesian,22,1.0,1.0,0.5886803874092009,0.5,1.0,1.0,0.7593825665859564,0.5
avg,indonesian,23,1.0,1.0,0.6738801452784504,0.5166465044021606,1.0,1.0,0.8314164648910412,0.5
avg,indonesian,24,1.0,1.0,0.5022699757869249,0.5233050584793091,1.0,1.0,0.8256658595641646,0.5
avg,indonesian,25,0.5142857432365417,0.5166666507720947,0.5,0.5,1.0,1.0,0.8238498789346247,0.5
avg,indonesian,26,0.5042856931686401,0.5049999952316284,0.5,0.5,1.0,1.0,0.7932808716707023,0.5
avg,indonesian,27,0.5,0.5,0.5,0.5,1.0,1.0,0.7333535108958837,0.5
avg,indonesian,28,0.5,0.5,0.5,0.5,1.0,1.0,0.6473970944309928,0.5
avg,indonesian,29,0.5,0.5,0.5,0.5,1.0,1.0,0.5581113801452784,0.5
avg,indonesian,30,0.5,0.5,0.5,0.5,1.0,1.0,0.5508474576271187,0.5
avg,indonesian,31,0.5,0.5,0.5,0.5,1.0,1.0,0.5357142857142858,0.5
avg,indonesian,32,0.5,0.5,0.5,0.5,1.0,1.0,0.5205811138014528,0.5
avg,indonesian,33,0.5,0.5,0.5,0.5,1.0,1.0,0.5351089588377724,0.5
avg,indonesian,34,0.5,0.5,0.5,0.5,1.0,1.0,0.5342009685230025,0.5
avg,indonesian,35,0.5,0.5,0.5,0.5,1.0,1.0,0.5375302663438256,0.5
avg,italian,5,1.0,1.0,0.5697019743262518,0.5,1.0,1.0,0.5922978755348698,0.5
avg,italian,6,1.0,1.0,0.5669994745139254,0.5,1.0,1.0,0.6025823887095563,0.5
avg,italian,7,1.0,1.0,0.5433526011560693,0.5,1.0,1.0,0.5817881540424894,0.5
avg,italian,8,1.0,1.0,0.532092185271376,0.5,1.0,1.0,0.5560393363861572,0.5
avg,italian,9,1.0,1.0,0.5058929509796561,0.5,1.0,1.0,0.5390736431198859,0.5
avg,italian,10,1.0,1.0,0.5115231589220028,0.48337212204933167,1.0,1.0,0.537797462652954,0.5
avg,italian,11,1.0,1.0,0.5227085053674649,0.49421966075897217,1.0,1.0,0.5688011410554763,0.4971098303794861
avg,italian,12,1.0,1.0,0.5417010734929811,0.5469934940338135,1.0,1.0,0.6006305832895428,0.549583375453949
avg,italian,13,1.0,1.0,0.5615944748892726,0.5267997980117798,1.0,1.0,0.6509271075745064,0.5302154421806335
avg,italian,14,1.0,1.0,0.5453794760153141,0.5455296039581299,1.0,1.0,0.6627130095338187,0.630958616733551
avg,italian,15,1.0,1.0,0.545717288491855,0.5506343245506287,1.0,1.0,0.6582839126191727,0.5346820950508118
avg,italian,16,1.0,1.0,0.5832144733878838,0.5650476813316345,1.0,1.0,0.7549733503490729,0.6011560559272766
avg,italian,17,1.0,1.0,0.6018316943172435,0.5650851726531982,1.0,1.0,0.7335034907289243,0.5057803392410278
avg,italian,18,1.0,1.0,0.5980406876360633,0.5855791568756104,1.0,1.0,0.7335785601681555,0.5462427735328674
avg,italian,19,1.0,1.0,0.5617821484873509,0.4971098303794861,1.0,1.0,0.7275730050296524,0.5057803392410278
avg,italian,20,1.0,1.0,0.5769837099316868,0.4971098303794861,1.0,1.0,0.7563996696944674,0.5404624342918396
avg,italian,21,1.0,1.0,0.5,0.5,1.0,1.0,0.7943097365062683,0.6669169068336487
avg,italian,22,1.0,1.0,0.5,0.5,1.0,1.0,0.8202086930410629,0.7514826059341431
avg,italian,23,1.0,1.0,0.5,0.5,1.0,1.0,0.8312439006080625,0.7254335284233093
avg,italian,24,1.0,1.0,0.5,0.5,1.0,1.0,0.8000150138878461,0.6618497371673584
avg,italian,25,1.0,1.0,0.5,0.5,1.0,1.0,0.7945349448239623,0.5115606784820557
avg,italian,26,1.0,1.0,0.5,0.5,1.0,1.0,0.6932662713009534,0.52601158618927
avg,italian,27,1.0,1.0,0.4898280909841603,0.48554912209510803,1.0,1.0,0.628481345244351,0.5289017558097839
avg,italian,28,1.0,1.0,0.5324675324675324,0.4947076141834259,1.0,1.0,0.59755273628106,0.5491329431533813
avg,italian,29,1.0,1.0,0.5479693716687937,0.5499212145805359,1.0,1.0,0.5719540575031905,0.5028901696205139
avg,italian,30,1.0,1.0,0.5,0.5,1.0,1.0,0.5868928759102169,0.5
avg,italian,31,1.0,1.0,0.5,0.5,1.0,1.0,0.5778845432024623,0.5
avg,italian,32,1.0,1.0,0.5,0.5,1.0,1.0,0.5220328804143833,0.5
avg,italian,33,0.996666669845581,0.9983333349227905,0.5,0.5,1.0,1.0,0.5156519780797237,0.5057803392410278
avg,italian,34,0.9900000095367432,0.9816666841506958,0.5,0.5,1.0,1.0,0.5228586442459274,0.5173410177230835
avg,italian,35,0.9850000143051147,0.9800000190734863,0.5,0.5,1.0,1.0,0.4996621875234592,0.5057803392410278
avg,russian,5,1.0,1.0,0.5572318007662835,0.49568966031074524,1.0,1.0,0.5780651340996169,0.4913793206214905
avg,russian,6,1.0,1.0,0.5352011494252873,0.4762931168079376,1.0,1.0,0.5548371647509578,0.4978448152542114
avg,russian,7,1.0,1.0,0.5265804597701149,0.5,1.0,1.0,0.5548371647509579,0.5270593762397766
avg,russian,8,1.0,1.0,0.548132183908046,0.5,1.0,1.0,0.5756704980842912,0.5
avg,russian,9,1.0,1.0,0.5902777777777777,0.4892241358757019,1.0,1.0,0.6204501915708813,0.5344827771186829
avg,russian,10,1.0,1.0,0.5996168582375478,0.4762931168079376,1.0,1.0,0.6295498084291188,0.6005747318267822
avg,russian,11,1.0,1.0,0.6020114942528736,0.5553160905838013,1.0,1.0,0.6467911877394636,0.5
avg,russian,12,1.0,1.0,0.6315852490421456,0.6278735399246216,1.0,1.0,0.6965996168582376,0.6525382995605469
avg,russian,13,1.0,1.0,0.649904214559387,0.6137452125549316,1.0,1.0,0.7080938697318008,0.5
avg,russian,14,1.0,1.0,0.6696599616858236,0.6132662892341614,1.0,1.0,0.7461685823754789,0.5
avg,russian,15,1.0,1.0,0.6325431034482758,0.6156609058380127,1.0,1.0,0.7092911877394635,0.5
avg,russian,16,1.0,1.0,0.6776819923371648,0.6704980731010437,1.0,1.0,0.7655651340996168,0.5
avg,russian,17,1.0,1.0,0.6477490421455938,0.6034482717514038,1.0,1.0,0.7605363984674329,0.5
avg,russian,18,1.0,1.0,0.5129310344827587,0.5043103694915771,1.0,1.0,0.8038793103448276,0.5
avg,russian,19,1.0,1.0,0.5,0.5,1.0,1.0,0.7806513409961686,0.5
avg,russian,20,1.0,1.0,0.5,0.5,1.0,1.0,0.8316570881226052,0.5
avg,russian,21,1.0,0.9983333349227905,0.5,0.5,1.0,1.0,0.8680555555555556,0.6003352403640747
avg,russian,22,1.0,0.9983333349227905,0.5,0.5,1.0,1.0,0.8917624521072797,0.7006704807281494
avg,russian,23,1.0,1.0,0.6745689655172413,0.6293103694915771,1.0,1.0,0.8953544061302682,0.8127394914627075
avg,russian,24,1.0,1.0,0.5021551724137931,0.5,1.0,1.0,0.9248084291187739,0.8601532578468323
avg,russian,25,1.0,1.0,0.8020833333333333,0.6958812475204468,1.0,1.0,0.9116379310344828,0.836685836315155
avg,russian,26,1.0,1.0,0.7909482758620688,0.5828543901443481,1.0,1.0,0.8797892720306513,0.795976996421814
avg,russian,27,1.0,1.0,0.49137931034482757,0.4978448152542114,1.0,1.0,0.7952586206896551,0.49353447556495667
avg,russian,28,1.0,1.0,0.7461685823754789,0.7080938816070557,1.0,1.0,0.8086685823754789,0.5126915574073792
avg,russian,29,1.0,1.0,0.4978448275862069,0.5,1.0,1.0,0.8098659003831418,0.7892720699310303
avg,russian,30,1.0,1.0,0.5,0.5,1.0,1.0,0.7418582375478927,0.6546934843063354
avg,russian,31,1.0,1.0,0.5,0.5,1.0,1.0,0.7136015325670498,0.6736111044883728
avg,russian,32,1.0,1.0,0.5,0.5,1.0,1.0,0.6685823754789273,0.6290708780288696
avg,russian,33,1.0,1.0,0.5,0.5,1.0,1.0,0.6616379310344827,0.5711206793785095
avg,russian,34,1.0,0.9983333349227905,0.5,0.5,1.0,1.0,0.6190134099616859,0.515325665473938
avg,russian,35,1.0,1.0,0.5,0.5,1.0,1.0,0.5960249042145593,0.5131704807281494
avg,spanish,5,0.5,0.5,0.5276705276705277,0.5,1.0,1.0,0.5426319176319175,0.5
avg,spanish,6,0.5,0.5,0.5242921492921493,0.5017696022987366,1.0,1.0,0.546975546975547,0.5
avg,spanish,7,1.0,0.9933333396911621,0.5333011583011583,0.5,1.0,1.0,0.5461711711711711,0.5
avg,spanish,8,1.0,0.996666669845581,0.5378056628056628,0.5,1.0,1.0,0.5257400257400258,0.5
avg,spanish,9,1.0,1.0,0.507078507078507,0.5,1.0,1.0,0.5085263835263836,0.5
avg,spanish,10,0.5,0.503333330154419,0.5243725868725869,0.5090090036392212,1.0,1.0,0.5318532818532818,0.5
avg,spanish,11,0.8733333349227905,0.8816666603088379,0.5337033462033463,0.5136743783950806,1.0,1.0,0.5836550836550837,0.5
avg,spanish,12,1.0,1.0,0.5509169884169884,0.5226833820343018,1.0,1.0,0.6377091377091377,0.5
avg,spanish,13,1.0,1.0,0.5605694980694982,0.5159266591072083,1.0,1.0,0.6811454311454311,0.5
avg,spanish,14,1.0,1.0,0.5538931788931789,0.5204311609268188,1.0,1.0,0.6676319176319176,0.4977477490901947
avg,spanish,15,1.0,1.0,0.5654761904761905,0.5590412020683289,1.0,1.0,0.6645752895752896,0.504182755947113
avg,spanish,16,1.0,1.0,0.612934362934363,0.5686936974525452,1.0,1.0,0.7228120978120978,0.6513835191726685
avg,spanish,17,1.0,1.0,0.6203346203346204,0.5328185558319092,1.0,1.0,0.7541827541827542,0.648809552192688
avg,spanish,18,1.0,1.0,0.6182432432432432,0.49501287937164307,1.0,1.0,0.7593307593307593,0.6644144058227539
avg,spanish,19,1.0,1.0,0.579954954954955,0.5,1.0,1.0,0.7440476190476191,0.67277991771698
avg,spanish,20,1.0,1.0,0.6047297297297298,0.5,1.0,1.0,0.8053410553410554,0.5156049132347107
avg,spanish,21,1.0,1.0,0.518983268983269,0.5,1.0,1.0,0.8293114543114544,0.6248391270637512
avg,spanish,22,1.0,1.0,0.5,0.5,1.0,1.0,0.826898326898327,0.7487130165100098
avg,spanish,23,1.0,1.0,0.5,0.5,1.0,1.0,0.822072072072072,0.513352632522583
avg,spanish,24,1.0,1.0,0.5113416988416989,0.5,1.0,1.0,0.8259330759330759,0.5468146800994873
avg,spanish,25,1.0,1.0,0.5743243243243242,0.5,1.0,1.0,0.7990669240669241,0.7176641225814819
avg,spanish,26,1.0,1.0,0.5,0.5,1.0,1.0,0.7442084942084942,0.6991634368896484
avg,spanish,27,1.0,1.0,0.5,0.5,1.0,1.0,0.694980694980695,0.6518661379814148
avg,spanish,28,1.0,1.0,0.5,0.5,1.0,1.0,0.670045045045045,0.6739060282707214
avg,spanish,29,1.0,1.0,0.5023326898326899,0.5088481307029724,1.0,1.0,0.6513835263835264,0.5292792916297913
avg,spanish,30,1.0,1.0,0.5943532818532818,0.5733590722084045,1.0,1.0,0.6401222651222651,0.561132550239563
avg,spanish,31,1.0,1.0,0.5,0.5,1.0,1.0,0.6235521235521235,0.5949163436889648
avg,spanish,32,1.0,1.0,0.509009009009009,0.5090090036392212,1.0,1.0,0.5953989703989704,0.5768983364105225
avg,spanish,33,1.0,1.0,0.5022522522522522,0.5022522807121277,1.0,1.0,0.5785070785070785,0.59555983543396
avg,spanish,34,1.0,1.0,0.5135135135135135,0.5135135054588318,1.0,1.0,0.5833333333333334,0.5945945978164673
avg,spanish,35,1.0,1.0,0.5045045045045045,0.5045045018196106,1.0,1.0,0.5632239382239382,0.5180180072784424
avg,thai,5,1.0,1.0,0.538515406162465,0.4957983195781708,1.0,1.0,0.5570728291316527,0.5084033608436584
avg,thai,6,1.0,1.0,0.580532212885154,0.5462185144424438,1.0,1.0,0.582282913165266,0.5084033608436584
avg,thai,7,1.0,1.0,0.5647759103641457,0.4614846110343933,1.0,1.0,0.5770308123249299,0.5
avg,thai,8,1.0,1.0,0.5721288515406162,0.5,1.0,1.0,0.6141456582633054,0.5021008253097534
avg,thai,9,1.0,1.0,0.5686274509803921,0.5,1.0,1.0,0.5920868347338936,0.5672268867492676
avg,thai,10,1.0,1.0,0.5469187675070027,0.5,1.0,1.0,0.6682422969187675,0.5231092572212219
avg,thai,11,1.0,1.0,0.46638655462184875,0.5,1.0,1.0,0.6313025210084033,0.5
avg,thai,12,1.0,1.0,0.5549719887955182,0.4978991448879242,1.0,1.0,0.657563025210084,0.506302535533905
avg,thai,13,1.0,1.0,0.5714285714285714,0.45168066024780273,1.0,1.0,0.7356442577030813,0.5588235259056091
avg,thai,14,1.0,1.0,0.5714285714285714,0.49369746446609497,1.0,1.0,0.6971288515406162,0.5189075469970703
avg,thai,15,1.0,1.0,0.5868347338935574,0.4957983195781708,1.0,1.0,0.7373949579831933,0.5168067216873169
avg,thai,16,1.0,1.0,0.5332633053221288,0.5,1.0,1.0,0.7454481792717087,0.5
avg,thai,17,1.0,1.0,0.5416666666666666,0.5,1.0,1.0,0.7366946778711485,0.5
avg,thai,18,1.0,1.0,0.4809173669467788,0.5,1.0,1.0,0.7170868347338935,0.5189075469970703
avg,thai,19,1.0,1.0,0.47058823529411764,0.5,1.0,1.0,0.6502100840336134,0.5021008253097534
avg,thai,20,1.0,1.0,0.4789915966386555,0.5,1.0,1.0,0.7142857142857143,0.5147058963775635
avg,thai,21,0.5,0.5,0.5,0.5,1.0,1.0,0.7300420168067228,0.5
avg,thai,22,0.9616666436195374,0.9483333230018616,0.5,0.5,1.0,1.0,0.7233893557422969,0.5
avg,thai,23,1.0,1.0,0.5,0.5,1.0,1.0,0.7419467787114845,0.5
avg,thai,24,0.996666669845581,0.996666669845581,0.5,0.5,1.0,1.0,0.6953781512605042,0.5
avg,thai,25,0.7850000262260437,0.7833333611488342,0.5,0.5,1.0,1.0,0.6278011204481793,0.5
avg,thai,26,1.0,1.0,0.40756302521008403,0.4852941036224365,1.0,1.0,0.47478991596638653,0.5
avg,thai,27,1.0,1.0,0.2538515406162465,0.3403361439704895,1.0,1.0,0.38760504201680673,0.5
avg,thai,28,1.0,1.0,0.5,0.5,1.0,1.0,0.3707983193277311,0.5
avg,thai,29,1.0,1.0,0.5,0.5,1.0,1.0,0.35749299719887956,0.5
avg,thai,30,1.0,1.0,0.5,0.5,1.0,1.0,0.3953081232492997,0.506302535533905
avg,thai,31,1.0,1.0,0.5,0.5,1.0,1.0,0.3858543417366947,0.5021008253097534
avg,thai,32,1.0,1.0,0.40371148459383754,0.3890056014060974,1.0,1.0,0.39250700280112044,0.5042017102241516
avg,thai,33,1.0,1.0,0.5042016806722689,0.5042017102241516,1.0,1.0,0.40441176470588236,0.5
avg,thai,34,1.0,1.0,0.5,0.5,1.0,1.0,0.39845938375350143,0.5
avg,thai,35,1.0,1.0,0.5,0.5,1.0,1.0,0.428921568627451,0.5
mixed,mixed,5,0.9383333325386047,0.9383333325386047,0.5297046703296704,0.5,1.0,1.0,0.4378434065934066,0.4910714328289032
mixed,mixed,6,0.9383333325386047,0.9383333325386047,0.512706043956044,0.4977678656578064,1.0,1.0,0.42015796703296704,0.5
mixed,mixed,7,0.9233333468437195,0.925000011920929,0.4900412087912088,0.5,1.0,1.0,0.4483173076923077,0.4955357015132904
mixed,mixed,8,0.9383333325386047,0.9383333325386047,0.4900412087912088,0.5,1.0,1.0,0.43938873626373626,0.5
mixed,mixed,9,0.9383333325386047,0.9383333325386047,0.4872939560439561,0.4826579689979553,1.0,1.0,0.5056662087912087,0.5
mixed,mixed,10,0.9383333325386047,0.9383333325386047,0.484375,0.46308380365371704,1.0,1.0,0.5101304945054945,0.5
mixed,mixed,11,1.0,1.0,0.4697802197802198,0.4572458863258362,1.0,1.0,0.5334821428571428,0.5036057829856873
mixed,mixed,12,0.9666666388511658,0.9666666388511658,0.5152815934065934,0.5285027623176575,1.0,1.0,0.6155563186813187,0.562843382358551
mixed,mixed,13,0.9383333325386047,0.9399999976158142,0.5556318681318682,0.5513392686843872,1.0,1.0,0.6158997252747253,0.4977678656578064
mixed,mixed,14,0.9733333587646484,0.9733333587646484,0.4991414835164835,0.552026093006134,1.0,1.0,0.6131524725274725,0.497424453496933
